,date,time,type,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
13,2019-01-02,1:28:15 AM PST,Order,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Laval,Quebec,H7N 2J2,69.85,10.48,7.35,27.4
14,2019-01-02,1:32:35 AM PST,Order,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",1.0,Yellowknife,Northwest Territories,X1A 3C7,8.32,1.0,6.58,0.0
15,2019-01-02,3:19:24 AM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Calgary,Alberta,T2Y 4P6,33.95,5.09,6.83,14.65
16,2019-01-02,3:20:17 AM PST,Order,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Calgary,Alberta,T3J 3T7,69.85,10.48,6.83,27.4
17,2019-01-02,8:13:57 AM PST,Order,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,Rimouski,Quebec,G5L 1M4,49.95,7.49,7.35,24.03
18,2019-01-02,8:15:02 AM PST,Order,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,Petrolia,Ontario,N0N 1R0,49.95,7.49,13.32,24.03
19,2019-01-02,9:03:13 AM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Halifax,Nova Scotia,B3H 4S9,33.95,5.09,6.83,14.65
20,2019-01-02,9:04:03 AM PST,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1.0,OTTAWA,ON,K1W 1K0,47.01,7.05,7.35,18.31
21,2019-01-02,9:13:42 AM PST,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1.0,CHARLOTTETOWN,PRINCE EDWARD ISLAND,C1A7X4,47.01,7.05,7.35,18.31
22,2019-01-02,9:49:21 AM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,kitchener,ontario,N2E3N7,9.7,1.46,3.54,13.37
23,2019-01-02,9:49:30 AM PST,Order,,3MM-1624W(50),"Pack of 50 3M Tegaderm 2 3/8 x 2 3/4"" 1624W",1.0,North Vancouver,British Columbia,V7P 1S4,16.0,2.4,3.75,4.5
24,2019-01-02,9:49:55 AM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Corbyville,Ontario,K0K 1V0,33.95,5.09,6.83,14.65
25,2019-01-02,9:56:21 AM PST,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Waterford,Ontario,N0E 1Y0,67.9,10.19,13.64,29.15
26,2019-01-02,9:59:58 AM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Toronto,Ontario,M4R 1C1,17.75,2.13,6.11,0.0
27,2019-01-02,10:00:28 AM PST,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Montreal,Québec,H2A2K6,67.9,10.19,6.11,29.15
28,2019-01-02,10:02:41 AM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Toronto,ON,M1C 1P8,9.7,1.46,3.54,13.37
29,2019-01-02,10:02:51 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Port Colborne,Ontario,L3K 5V4,13.35,2.0,6.11,1.72
30,2019-01-02,10:03:24 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Toronto,ON,M6R 2A4,13.35,2.0,6.11,1.72
31,2019-01-02,10:04:31 AM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,NORTH GOWER,Ontario,K0A2T0,9.7,1.46,3.54,13.37
32,2019-01-02,10:06:48 AM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Bancroft,Ontario,K0L 1C0,9.7,1.46,3.54,13.37
33,2019-01-02,10:08:42 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Blainville,Quebec,J7C 5P6,13.35,2.0,6.11,1.72
34,2019-01-02,10:09:22 AM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Toronto,ON,M6N 2C6,14.63,1.76,6.11,0.0
35,2019-01-02,10:12:11 AM PST,Order,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1.0,Toronto,Ontario,M2J 2T1,69.85,10.48,6.83,27.4
36,2019-01-02,10:24:00 AM PST,Order,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1.0,Burlington,Ontario,L7R 3A1,12.49,1.87,5.75,0.0
37,2019-01-02,10:29:53 AM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,ST WALBURG,SK,S0M 2T0,13.35,2.0,6.11,1.72
38,2019-01-02,1:06:02 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Edson,Alberta,T7E 1B1,9.7,1.46,3.54,13.37
39,2019-01-02,1:49:10 PM PST,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Mississauga,Ontario,L4X 1J3,67.9,10.19,6.11,29.15
40,2019-01-02,1:52:38 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Quebec,Quebec,G2K 1B3,13.35,2.0,6.11,1.72
41,2019-01-02,1:53:55 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Surrey,BC,V3S 9C5,13.35,2.0,6.11,1.72
42,2019-01-02,2:11:05 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Westphal,Nova Scotia,B2Z 1B4,13.35,2.0,6.11,1.72
43,2019-01-02,2:14:29 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),2.0,Toronto,ON,M4M 2W1,27.4,4.12,12.22,3.32
44,2019-01-02,2:16:10 PM PST,Order,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",5.0,Toronto,Ontario,M4E2Z3,160.0,24.0,28.77,51.6
45,2019-01-02,2:16:36 PM PST,Order,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,2.0,Nepean,Ontario,K2H 7E5,99.9,14.98,13.65,48.06
46,2019-01-02,2:17:28 PM PST,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Markham,Ontario,L6B 0S6,67.9,10.19,6.11,29.15
47,2019-01-02,2:18:57 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Thornhill,Ontario,L3T 5A4,13.35,2.0,6.11,1.72
48,2019-01-02,2:24:15 PM PST,Order,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,2.0,Sault Ste. Marie,Ontario,P6A 2M6,99.9,14.98,13.65,48.06
49,2019-01-02,2:27:43 PM PST,Order,,3MM-1527-1-12 (2),3M 1527-1 Transpore Tape (Pack of 12),1.0,Massey,Ontario,P0P 1P0,17.5,2.1,6.11,
50,2019-01-02,2:28:35 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Laval,Quebec,H7G 3C9,13.35,2.0,6.11,1.72
51,2019-01-02,2:28:39 PM PST,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Toronto,Ontario,M4T 1R1,67.9,10.19,6.11,29.15
52,2019-01-02,2:29:01 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Coquitlam,BC,V3E 1K7,33.95,5.09,7.35,14.65
53,2019-01-02,2:30:52 PM PST,Order,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)",1.0,guelph,Ontario,N1E 0C5,24.98,3.0,5.75,9.0
54,2019-01-02,2:39:53 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Lindsay,Ontario,K9V 3C6,13.35,2.0,6.11,1.72
55,2019-01-02,2:42:31 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Candiac,Quebec,J5R 6J9,13.35,2.0,6.11,1.72
56,2019-01-02,3:03:51 PM PST,Order,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",1.0,Airdrie,Ab,T4B 0V6,8.33,1.0,6.58,0.0
57,2019-01-02,3:13:47 PM PST,Order,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1.0,New Westminster,British Columbia,V3M 2L6,69.85,10.48,7.35,27.4
58,2019-01-02,4:15:31 PM PST,Order,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1.0,Montreal,Quebec,H2E 1Z5,14.18,2.13,5.75,0.0
59,2019-01-02,4:20:28 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,North York,Ontario,M6A 2P3,33.95,5.09,7.35,14.65
60,2019-01-02,4:30:02 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Edmonton AB,Alberta,T6T 0A7,33.95,5.09,6.83,14.65
61,2019-01-02,4:30:49 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Toronto,Ontario,M3C 1L2,33.95,5.09,7.35,14.65
62,2019-01-02,4:31:06 PM PST,Order,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,Pickering,Ontario,L1V 1T4,49.95,7.49,7.35,24.03
63,2019-01-02,5:32:50 PM PST,Order,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,EDMONTON,AB,T5B 0R0,49.95,7.49,6.83,24.03
64,2019-01-02,5:37:06 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Beausejour,Manitoba,R0E 0C0,9.7,1.46,3.54,13.37
65,2019-01-02,5:37:35 PM PST,Order,3MM-1527-1,3MM-1527-1-12,"3M Transpore Surgical Tape 1"" x 10 yard (Pack of 12)",1.0,Markham,ON,L3R 6Y5,17.5,2.63,6.11,4.73
66,2019-01-02,5:37:47 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Mississauga,Ontario,L4Z 1H6,15.18,1.82,6.11,0.0
67,2019-01-02,5:39:43 PM PST,Order,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Winnipeg,Manitoba,R2G 3L4,69.85,10.48,6.83,27.4
68,2019-01-02,5:40:30 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,BRAMPTON,Ontario,L6R 1Z7,33.95,5.09,6.83,14.65
69,2019-01-02,5:40:33 PM PST,Order,,3MM-1527-1-12 (2),3M 1527-1 Transpore Tape (Pack of 12),1.0,Chatham,Ontario,N7M 3H3,17.25,4.14,6.11,
70,2019-01-02,5:40:33 PM PST,Order,,3MM-1527-1-12 (2),3M 1527-1 Transpore Tape (Pack of 12),1.0,Chatham,Ontario,N7M 3H3,17.25,-0.0,6.11,
71,2019-01-02,5:41:01 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Markham,Ontario,L6B 0N3,13.35,2.0,6.11,1.72
72,2019-01-02,5:41:17 PM PST,Order,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Vaughan,Ontario,L6A4Y4,13.7,2.06,6.11,1.66
73,2019-01-02,5:41:40 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Winnipeg,Manitoba,R2R 0R2,33.95,10.18,6.83,14.65
74,2019-01-02,5:41:40 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Winnipeg,Manitoba,R2R 0R2,33.95,-0.0,6.83,14.65
75,2019-01-02,5:47:40 PM PST,Order,,3MM-1527-1-12 (2),3M 1527-1 Transpore Tape (Pack of 12),1.0,Vaughan,Ontario,L4L 9E4,17.25,2.07,6.11,
76,2019-01-02,5:51:01 PM PST,Order,,MOP-3047_JPA-IP6-BLU,mophie juice pack Air Battery Case for Apple iPhone 6 / iPhone 6s - Blue,1.0,Temagami,Ontario,P0H 2H0,55.0,4.4,11.78,26.4
77,2019-01-02,6:28:07 PM PST,Order,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",1.0,Mascouche,Quebec,J7K 0M3,8.33,1.0,6.58,0.0
78,2019-01-02,6:40:33 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,L'Assomption,Quebec,J5W 6C5,33.95,5.09,7.35,14.65
79,2019-01-02,6:50:51 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,New Westminster,British Columbia,V3M 1B6,33.95,5.09,6.83,14.65
80,2019-01-02,6:51:01 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Surrey,British Columbia,V3W5G7,33.95,5.09,6.83,14.65
81,2019-01-02,6:51:13 PM PST,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,VANCOUVER,BC,V5M 1N5,67.9,10.19,6.11,29.15
82,2019-01-02,6:53:13 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Surrey,British Columbia,V3V 5P2,33.95,5.09,13.91,14.65
83,2019-01-02,6:53:20 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Port Coquitlam,BC,V3B 0M7,33.95,5.09,6.83,14.65
84,2019-01-02,6:54:18 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Burnaby,British Columbia,V3N 0E3,33.95,5.09,6.83,14.65
85,2019-01-02,6:57:09 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Russell,Ontario,K4R 0B8,9.7,1.46,3.81,13.37
86,2019-01-02,7:59:25 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",3.0,Calgary,Alberta,T2Y 0K1,29.1,4.38,10.62,40.11
87,2019-01-02,8:06:27 PM PST,Order,MDL-NON80328,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1.0,Calgary,AB,T3R 0A8,12.99,1.95,6.11,3.43
88,2019-01-02,8:18:00 PM PST,Order,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1.0,Thornhill,Ontario,L3T 3B3,47.01,7.05,7.35,18.31
89,2019-01-02,8:22:45 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Airdrie,Alberta,T4B 4B3,13.35,2.0,6.11,1.72
90,2019-01-02,8:22:45 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Calgary,Alberta,T1Y 6R1,9.7,1.46,3.54,13.37
91,2019-01-02,8:36:37 PM PST,Order,,3MM-1624W(50),"Pack of 50 3M Tegaderm 2 3/8 x 2 3/4"" 1624W",1.0,Guelph,Ontario,N1H 8E3,16.0,2.4,4.03,4.5
92,2019-01-02,8:39:23 PM PST,Order,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,2.0,Vancouver,BC,V6H3W4,99.9,14.98,14.69,48.06
93,2019-01-02,8:44:07 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Waterloo,Ontario,N2K 3X4,33.95,5.09,7.35,14.65
94,2019-01-02,8:52:20 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Windsor,Ontario,N9E 4M6,33.95,5.09,7.35,14.65
95,2019-01-02,9:03:05 PM PST,Order,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Burnaby,British Columbia,V5J 3Y3,33.95,5.09,7.35,14.65
96,2019-01-02,9:18:36 PM PST,Order,,LUX-NEO180W,Luxe Bidet Neo 180 - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Mississauga,Ontario,L5N 8H3,67.39,10.11,7.35,24.03
97,2019-01-02,9:42:42 PM PST,Order,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Colwood,British Columbia,V9C 1P2,9.7,1.46,3.81,13.37
98,2019-01-02,11:24:45 PM PST,Order,,PRK-12-02(1),"Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube",1.0,London,Ontario,N6K 1C3,8.33,1.0,6.58,0.0
99,2019-01-02,11:32:59 PM PST,Order,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,St. Catharines,Ontario,L2R2S3,69.85,31.44,7.35,27.4
100,2019-01-02,11:32:59 PM PST,Order,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,St. Catharines,Ontario,L2R2S3,69.85,-0.0,7.35,27.4
101,2019-01-02,11:32:59 PM PST,Order,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,St. Catharines,Ontario,L2R2S3,69.85,-0.0,7.35,27.4
102,2019-01-02,11:40:14 PM PST,Order,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1.0,Mississauga,Ontario,L5G 1S7,31.0,3.72,11.96,9.82
103,2019-01-02,11:46:41 PM PST,Order,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Vancouver,BC,V5S 4S6,16.8,2.02,6.11,0.0
104,2019-01-02,11:47:56 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Port Coquitlam,British Columbia,V3C 6G5,13.35,2.0,6.11,1.72
105,2019-01-02,11:51:56 PM PST,Order,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,London,Ontario,N6G 2R4,49.95,7.49,7.35,24.03
106,2019-01-02,11:54:00 PM PST,Order,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Richmond,British Columbia,V7C 1T7,67.9,10.19,6.11,29.15
107,2019-01-02,11:57:23 PM PST,Order,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,"Kamloops, BC",BC,V2E0B1,13.35,2.0,13.08,1.72
