,date,time,type,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
73,"Feb 22, 201",9 9:33:57 PM PST,Refund,3MM-1626W(10),3MM-1626W(10),"3M Tegaderm Transparent Film Dressing - 4"" x 4 3/4"" - Pack of 10",1.0,SICKLERVILLE,NJ,08081-4308,-6.05,-0.8,-0.0,1.96
74,"Feb 23, 201",9 7:35:56 PM PST,Refund,3MM-1539(X3),3MM-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1.0,SAN MATEO,CA,94403-2015,-16.68,-2.0,-0.0,8.25
75,"Feb 24, 201",9 10:23:54 AM PST,Refund,MDL-NON80328,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1.0,ARANSAS PASS,TX,78336-6333,-9.9,-0.95,-0.0,3.43
76,"Feb 24, 201",9 5:00:49 PM PST,Refund,MOL-1451,MOL-1451,"Tubigrip Size D Tubular Bandage 10M Box Beige (3x32.81')""",1.0,BUENA PARK,CA,90621-1736,-18.75,-1.8,-0.0,10.89
77,"Feb 25, 201",9 12:51:51 PM PST,Refund,3MM-1539(X3),3MM-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1.0,MARINA,CA,93933-5202,-16.84,-2.02,-0.0,8.25
78,"Feb 26, 201",9 10:23:08 AM PST,Refund,3MM-1624W,3MM-1624W,"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length x 2.375"" Width, Transparent (Pack of 100)",1.0,Colonia,Colonia,70000,-17.2,-1.65,-5.07,9.0
79,"Feb 26, 201",9 2:44:11 PM PST,Refund,MDL-NON80328,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1.0,PALM DESERT,CA,92260-8674,-9.9,-0.95,-0.0,3.43
80,"Feb 26, 201",9 2:50:27 PM PST,Refund,3MM-1624W,3MM-1624W(B),"3M Tegaderm 1624W Transparent Film Dressing 2 3/8"" x 2 3/4"" - Window Frame Box: 100",2.0,REDONDO BEACH,CA,90277-6739,-35.94,-4.32,-0.0,18.0
81,"Feb 26, 201",9 6:55:02 PM PST,Refund,WEL-24400-U,WEL-24400U,"Welch Allyn 24400-U Reusable Ear Specula Set for Macro View and Diagnostic Otoscope, Universal, Polypropylene",1.0,DOUGLASVILLE,GA,30134-6935,-7.75,-0.8,-0.0,3.29
82,"Feb 27, 201",9 12:35:07 PM PST,Refund,3MM-1539(X3),3MM-1539,"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20 Count Boxes (Pack of 3)",1.0,WOODBRIDGE,CT,06525-1907,-17.83,-2.14,-0.0,8.25
83,"Feb 27, 201",9 6:56:26 PM PST,Refund,3MM-R1546,3MM-R1546(50),"3M Steri Strips Reinforced Adhesive Skin Closures - 1/4"" x 4"" - Box",1.0,caborca,sonora,83600,-24.75,-2.97,-4.13,13.28
84,"Feb 27, 201",9 7:38:49 PM PST,Refund,3MM-R1546(5),3MM-R1546 (5),3M R1546 Steri-Strip Adhesive Skin Closures-Reinforced 5packs of 10 (50 strips),1.0,WILMINGTON,DE,19805-4673,-5.2,-0.5,-0.0,1.33
85,"Feb 27, 201",9 8:32:31 PM PST,Refund,3MM-1527-2,3MM-1527-2,"3M Transpore Surgical Tape, 6 Count",1.0,CHICAGO,IL,60613-2912,-12.17,-1.46,-0.0,4.3
86,"Feb 28, 201",9 9:20:13 PM PST,Refund,3MM-1624W,3MM-1624W(B),"3M Tegaderm 1624W Transparent Film Dressing 2 3/8"" x 2 3/4"" - Window Frame Box: 100",1.0,Newberg,OR,97132-2730,-16.83,-2.02,-0.0,9.0
87,01-Mar-19,11:36:01 AM PST,Refund,WEL-24400-U,WEL-24400U,"Welch Allyn 24400-U Reusable Ear Specula Set for Macro View and Diagnostic Otoscope, Universal, Polypropylene",1.0,The Woodlands,Texas,77382,-7.75,-0.74,-0.0,3.29
88,01-Mar-19,12:58:07 PM PST,Refund,3MM-2560(X2),3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,7.0,MONCKS CORNER,SC,29461-3930,-101.43,-19.47,-0.0,45.22
89,01-Mar-19,12:58:07 PM PST,Refund,3MM-2560(X2),3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1.0,MONCKS CORNER,SC,29461-3930,-14.49,-0.0,-0.0,6.46
90,01-Mar-19,12:58:07 PM PST,Refund,3MM-2560(X2),3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,6.0,MONCKS CORNER,SC,29461-3930,-86.94,-0.0,-0.0,38.76
91,01-Mar-19,5:02:23 PM PST,Refund,3MM-R1541(20),3MM-R1541(20),3M Steri Strip Skin Closures 1/4'' X 3'' - 20 Packages of 3,1.0,LAKELAND,FL,33803-5933,-7.6,-0.91,-0.0,3.4
92,01-Mar-19,5:26:00 PM PST,Refund,3MM-2560(X2),3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,2.0,SANTA FE,NM,87505-4789,-28.98,-4.18,-0.0,12.92
93,01-Mar-19,5:26:00 PM PST,Refund,3MM-2560(X2),3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1.0,SANTA FE,NM,87505-4789,-14.49,-0.0,-0.0,6.46
94,01-Mar-19,6:25:23 PM PST,Refund,3MM-R1547(10),3MM-R1547(10),"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Salem,oregon,97305,-7.05,-0.45,-0.0,2.67
95,04-Mar-19,4:39:09 AM PST,Refund,3MM-2560(X2),3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,1.0,Muscat,Sultanate of Oman,116,0.0,-0.0,-0.0,6.46
96,04-Mar-19,4:39:09 AM PST,Refund,3MM-2560(X2),3MM-2560(100),3M 2560 Red Dot Multi-Purpose Monitoring Electrode - Bag of 100,2.0,Muscat,Sultanate of Oman,116,0.0,-0.0,-0.0,12.92
97,04-Mar-19,11:17:44 AM PST,Refund,3MM-R1541(20),3MM-R1541(20),3M Steri Strip Skin Closures 1/4'' X 3'' - 20 Packages of 3,1.0,CHICAGO,IL,60657-1941,-7.6,-0.49,-0.0,3.4
98,04-Mar-19,2:53:46 PM PST,Refund,3MM-R1546(5),3MM-R1546 (5),3M R1546 Steri-Strip Adhesive Skin Closures-Reinforced 5packs of 10 (50 strips),1.0,SOUTH SIOUX CITY,NE,68776-3813,-5.45,-0.8,-0.0,1.33
99,05-Mar-19,4:52:04 PM PST,Refund,SOT-140174,SOT-140174,Sothys Hydra 3Ha Hyaluronic Acid Hydrating Gel-Cream - 1.7 oz,1.0,RICHMOND,VA,23227-3707,-44.97,-5.4,-0.0,23.41
100,06-Mar-19,7:54:07 AM PST,Refund,WEL-24400-U,WEL-24400U,"Welch Allyn 24400-U Reusable Ear Specula Set for Macro View and Diagnostic Otoscope, Universal, Polypropylene",1.0,CANTON,TEXAS,75103-7841,-7.75,-0.74,-0.0,3.29
101,07-Mar-19,6:40:05 PM PST,Refund,WEL-52434-U(3),WEL-52434-U(102 PACK),102 Welch Allyn Universal Kleenspec Single-Use Disposable Otoscope Adult Specula 4.25mm,1.0,Montgomery Village,MD,20877-2621,-7.24,-0.8,-0.99,2.34
102,"Mar 10, 201",9 6:38:58 AM PDT,Refund,MDL-NON80328,MDL-NON80328,"Medline Emesis Bags, Blue, 24 Count",1.0,birr,offaly,R42WK24,0.0,-0.0,-0.0,3.43
103,"Mar 10, 201",9 8:21:28 AM PDT,Refund,SOT-160214,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1.0,London,,SE8 3EU,-29.0,-3.48,-1.18,19.85
104,"Mar 10, 201",9 10:59:09 PM PDT,Refund,TOR-MS407W,TOR-MS407W,"TORBOT GROUP Skin-Tac-H Adhesive Barrier Wipes, 50/Box",1.0,INDEPENDENCE,MO,64058-1404,-13.78,-1.66,-0.0,5.62
105,"Mar 12, 201",9 5:42:04 AM PDT,Refund,3MM-1539(X4),3MM-1539(20),"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20-Count Boxes (Pack of 4)",1.0,WASHINGTON,WV,26181-3556,-20.5,-2.46,-8.99,11.0
106,"Mar 12, 201",9 9:28:49 PM PDT,Refund,WEL-52432-U,WEL-52432-U,"Welch Allyn Universal Kleenspec Pediatric Disposable Ear Specula for Diagnostic Otoscopes, 850 Count",2.0,PORT CHARLOTTE,FL,33980-2009,-73.6,-8.83,-0.0,39.0
107,"Mar 14, 201",9 4:07:04 AM PDT,Refund,3MM-R1546,3MM-R1546(50),"3M Steri Strips Reinforced Adhesive Skin Closures - 1/4"" x 4"" - Box",1.0,caborca,sonora,83600,-24.75,-2.97,-4.13,13.28
108,"Mar 14, 201",9 2:28:34 PM PDT,Refund,SOT-160172,SOT-160172,"Sothys Vitality Lotion: Daily Moisturizer, Toner, and Makeup Remover - Face Moisturizer for Morning and Night - For Normal to Combination Skin - Conta",1.0,LOS ALTOS,CA,94024-6602,-17.4,-2.09,-0.0,7.68
109,"Mar 14, 201",9 6:25:17 PM PDT,Refund,3MM-1527-2,3MM-1527-2,"3M Transpore Surgical Tape, 6 Count",1.0,Cortlandt Manor,NY,10567,-11.99,-1.44,-0.0,4.3
110,"Mar 14, 201",9 11:46:48 PM PDT,Refund,3MM-1539(X4),3MM-1539(20),"Nexcare Opticlude Orthoptic Eye Patches, Regular Size, 20-Count Boxes (Pack of 4)",1.0,WASHINGTON,WV,26181-3556,0.0,-0.0,-3.99,11.0
111,"Mar 19, 201",9 1:24:33 PM PDT,Refund,SOT-166130,SOT-166130,"Sothys Paris Secrets De Global Anti-Aging De-Stressing Cream, 1 Fluid Ounce",1.0,Budapest,Pest,1022,0.0,-0.0,-0.0,50.89
112,"Mar 19, 201",9 4:56:33 PM PDT,Refund,SOT-160214,SOT-160214,"Sothys - Multi-Action Eye Contour, 0.50 Fl Oz",1.0,WINDERMERE,FLORIDA,34786-3109,0.0,-0.0,-0.0,19.85
