,date,time,type,order id,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
19,2019-01-12,1:54:49 AM PST,Refund,701-2616099-9208245,MOL-295300,MOL-295300,"Mepilex Border Self-Adhesive Foam Dressings 4""x4"", Box of 5",1.0,Oshawa,Ontario,L1H 0E9,-32.0,-3.84,-0.0,10.32
20,2019-01-12,2:44:49 AM PST,Refund,701-5897745-4341805,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),2.0,Calgary,Alberta,T3N0T8,-67.9,-8.14,-0.0,29.3
21,2019-01-12,4:27:14 PM PST,Refund,702-2861713-4515427,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,North Vancouver,British Columbia,V7G 1L4,-13.35,-1.6,-0.0,1.72
22,2019-01-12,10:06:41 PM PST,Refund,702-4704072-8618607,,OMRON BP760N,"OMRON OMRBP760N, 7 Series Advanced-Accuracy Upper Arm Blood Pressure Monitor",1.0,Saint-Laurent,Quebec,H4S 2A9,-85.0,-10.2,-0.0,0.0
23,2019-01-13,6:51:51 AM PST,Refund,702-0063174-5837038,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Mississauga,Ontario,L5M 4M9,-67.99,-8.16,-0.0,29.15
24,2019-01-13,11:45:36 AM PST,Refund,702-4643970-9902615,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Toronto,Ontario,M5S 1T8,-13.35,-1.6,-0.0,1.72
25,2019-01-14,11:02:44 AM PST,Refund,701-5897745-4341805,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Calgary,Alberta,T3N0T8,0.0,-0.0,-0.0,14.65
26,2019-01-14,1:13:17 PM PST,Refund,701-3997308-3410637,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Surrey,British Columbia,V3R 5S2,-69.85,-8.38,-0.0,27.4
27,2019-01-14,1:13:17 PM PST,Refund,701-3997308-3410637,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,Surrey,British Columbia,V3R 5S2,-49.95,-5.99,-0.0,24.03
28,2019-01-14,6:04:45 PM PST,Refund,702-7407823-1652247,,CON-187660,DUODERM CGF 187660 BX/5 4X4 EACH,1.0,Burnaby,British Columbia,V3N 4M3,-20.99,-2.52,-0.0,7.2
29,2019-01-15,9:06:50 AM PST,Refund,702-8430576-5228257,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,north york,Ontario,M9M 1Z1,-13.35,-1.6,-0.0,1.72
30,2019-01-15,7:42:00 PM PST,Refund,702-2110958-6257064,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,CALGARY,ALBERTA,T3A 5C7,-14.8,-1.78,-0.0,1.66
31,2019-01-16,12:45:12 AM PST,Refund,702-2846831-1599453,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Morinville,Alberta,T8R 1C8,-67.9,-8.15,-0.0,29.15
32,2019-01-16,10:43:39 AM PST,Refund,701-2487450-6173861,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Candiac,Quebec,J5R6Y5,-13.7,-1.65,-0.0,1.66
33,2019-01-17,10:52:10 AM PST,Refund,701-9198576-5531424,,LUX-NEO110W,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (white and white),1.0,Brampton,Ontario,L7A 0K8,-40.32,-4.84,-0.0,14.65
34,2019-01-17,5:23:19 PM PST,Refund,702-7293126-8097852,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Winnipeg,Manitoba,R3T 6B1,-69.9,-8.39,-0.0,29.15
35,2019-01-17,5:38:40 PM PST,Refund,701-3361278-3068268,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Concord,Ontario,L4K 4B4,-9.7,-3.5,-0.0,13.37
36,2019-01-17,5:38:40 PM PST,Refund,701-3361278-3068268,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Concord,Ontario,L4K 4B4,-9.7,-0.0,-0.0,13.37
37,2019-01-17,5:38:40 PM PST,Refund,701-3361278-3068268,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Concord,Ontario,L4K 4B4,-9.7,-0.0,-0.0,13.37
38,2019-01-18,10:07:47 PM PST,Refund,702-1360821-1840241,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Slave Lake,Alberta,T0G 2A3,-67.9,-8.15,-0.0,29.15
39,2019-01-19,6:20:19 AM PST,Refund,702-4832204-6997030,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Lacombe,Alberta,T4L 1W9,-67.9,-8.15,-0.0,29.15
40,2019-01-19,8:42:14 PM PST,Refund,701-4595983-1893867,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,St-Hippolyte,Quebec,J8A 0C7,-14.8,-1.78,-0.0,1.66
41,2019-01-20,11:12:12 PM PST,Refund,701-8956450-7537858,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Vancouver,BC,V5L1V4,-67.9,-8.15,-0.0,29.15
42,2019-01-21,7:15:50 AM PST,Refund,701-8369796-0363437,3MM-1626W,3MM-1626W,"3M 1626W Tegaderm Transparent Film Dressing, Frame Style, 10 cm  Length x 12 cm Width (4 in x 4-3/4 in), Pack of 50",1.0,Mississauga,Ontario,L5G 1S7,-31.0,-2.98,-5.77,9.82
43,2019-01-22,11:08:35 AM PST,Refund,702-4238762-5937841,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,North York,Ontario,M2J4S7,-33.95,-4.07,-0.0,14.65
44,2019-01-22,7:09:36 PM PST,Refund,701-6357046-7860232,3MM-R1547,3MM-R1547,"3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)",1.0,Ottawa,Ontario,K1S 5M2,-9.7,-1.17,-0.0,13.37
45,2019-01-23,8:00:07 AM PST,Refund,701-9235365-9669022,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,North York,Ontario,M4A 2X4,-33.95,-4.07,-0.0,14.65
46,2019-01-23,4:51:44 PM PST,Refund,702-6392751-6494656,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Drummondville,Québec,J2E0H3,-13.35,-1.6,-0.0,1.72
47,2019-01-24,12:55:06 AM PST,Refund,701-5307554-7809866,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Mississauga,Ontario,L5M 5C7,-67.9,-8.15,-0.0,29.15
48,2019-01-24,2:21:32 AM PST,Refund,701-2276836-7730636,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,London,Ontario,N6G 2R4,-49.95,-5.99,-0.0,24.03
49,2019-01-24,7:22:26 AM PST,Refund,702-6259556-3539449,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Greenbank,ON,L0C 1B0,-13.35,-1.6,-0.0,1.72
50,2019-01-24,1:49:24 PM PST,Refund,701-1305093-4130651,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Pakenham,Ontario,K0A 2X0,-14.79,-1.78,-6.76,1.66
51,2019-01-25,2:59:42 PM PST,Refund,701-2328173-1794629,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1.0,Toronto,Ontario,M5A 2N9,-49.9,-5.99,-0.0,24.03
52,2019-01-26,2:45:02 PM PST,Refund,701-0688527-8991460,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Whitby,Ontario,L1P 1P2,-69.85,-8.38,-0.0,27.4
53,2019-01-28,1:23:35 PM PST,Refund,702-8509734-1017036,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Kitchener,Ontario,N2G 1C7,-13.35,-1.6,-0.0,1.72
54,2019-01-29,7:23:03 AM PST,Refund,702-5889472-3075408,,LUX-NEO320B,Luxe Bidet Neo 320 (Elite Series) - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Va,1.0,Maple,Ontario,L6A 0H6,-69.85,-8.38,-0.0,27.4
55,2019-01-29,7:45:49 PM PST,Refund,701-5856502-3340209,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,MISSISSAUGA,ON,L4T 2T0,-14.5,-1.39,-0.0,0.0
56,2019-01-29,7:47:49 PM PST,Refund,701-9735532-3013842,,CON-187660,DUODERM CGF 187660 BX/5 4X4 EACH,2.0,Burnaby,British Columbia,V3N4J5,-41.98,-5.04,-0.0,14.4
57,2019-01-30,3:03:58 PM PST,Refund,702-1336191-3995440,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,Toronto,Ontario,M6K 0B4,-49.95,-5.99,-0.0,24.03
58,2019-01-31,12:00:57 PM PST,Refund,702-7368127-5201839,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,OTTAWA,ON,K1V 8S0,-14.5,-1.39,-0.0,0.0
59,2019-02-01,2:44:18 AM PST,Refund,701-0842418-5796246,,LUX-NEO180W,Luxe Bidet Neo 180 - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Edmonton,Alberta,T5M 1C9,-55.95,-6.71,-0.0,24.03
60,2019-02-01,4:30:42 AM PST,Refund,702-4836693-6893028,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Chilliwack,British Columbia,V2R 4R5,-13.35,-1.6,-0.0,1.72
61,2019-02-01,12:39:00 PM PST,Refund,701-1526450-8328264,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,SCARBOROUGH,Ontario,M1V 1R8,-13.35,-1.6,-0.0,1.72
62,2019-02-01,9:39:05 PM PST,Refund,701-3668515-8510661,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Scarborough,Ontario,M1S 5W4,-14.5,-1.39,-0.0,0.0
63,2019-02-02,8:54:08 PM PST,Refund,702-5021909-8707462,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,Nepean,Ontario,K2H 7E5,-49.95,-5.99,-0.0,24.03
64,2019-02-04,8:34:49 AM PST,Refund,702-0586791-7685834,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Thornhill,Ontario,L3T 7X8,-13.65,-1.64,-0.0,1.66
65,2019-02-06,10:12:29 AM PST,Refund,702-2867200-4993040,,LUX-NEO250B,Luxe Bidet Neo 250 - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Saskatoon,Saskatchewan,S7W0Y3,-59.95,-7.19,-0.0,27.21
66,2019-02-06,12:06:04 PM PST,Refund,702-7982092-0058603,,PRK-03-08(X2),2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Kitchener,Ontario,N2G3S4,-14.2,-1.7,-0.0,3.44
67,2019-02-06,9:35:47 PM PST,Refund,701-7168422-0332226,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Barrie,Ontario,L4M 2Y6,-14.5,-1.39,-0.0,4.04
68,2019-02-07,6:54:11 AM PST,Refund,702-3182809-9984230,,LUX-NEO110B,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (blue and white),1.0,Toronto,Ontario,M4K 1B1,-33.95,-4.07,-0.0,14.65
69,2019-02-08,7:21:50 AM PST,Refund,702-3272594-9817830,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Verdun,Quebec,H4G 1S7,-69.85,-8.38,-0.0,27.4
70,2019-02-09,12:12:04 PM PST,Refund,701-2975257-6142601,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Brantford,Ontario,N3T 0P4,-13.65,-1.64,-0.0,1.66
71,2019-02-09,3:08:30 PM PST,Refund,701-7947398-4549836,MOL-670900,MOL-670900,"Mepore Self-Adhesive Dressing (3.6x4"""") (Box of 50)""""",1.0,Vancouver,BC,V6G 1C8,-25.0,-3.0,-0.0,6.01
72,2019-02-12,11:22:30 AM PST,Refund,701-1052479-9229808,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Windsor,Ontario,N8N 4C8,-14.87,-1.78,-0.0,1.66
73,2019-02-12,4:37:47 PM PST,Refund,701-4274441-9652261,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Mississauga,Ontario,L4T 3J8,-14.5,-1.39,-0.0,0.0
74,2019-02-14,6:57:37 PM PST,Refund,702-2532813-0933867,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1.0,North Vancouver,British Columbia,V7H 1K3,-49.9,-5.99,-0.0,24.03
75,2019-02-15,11:19:38 AM PST,Refund,701-5935907-3009805,,PRK 12-08(2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Nanaimo,British Columbia,V9S 2K1,-14.5,-1.39,-0.0,0.0
76,2019-02-15,4:49:15 PM PST,Refund,701-9741501-4814660,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Edmonton,Alberta,T6V 1A9,-14.5,-1.39,-0.0,4.04
77,2019-02-15,9:00:01 PM PST,Refund,701-3312421-5842620,,3MM-1624W(10),"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length x 2.375"" Width, Transparent Pack of 10",1.0,St-Eustache,Qc,J7P 4H6,-6.0,-0.8,-0.0,0.9
78,2019-02-16,12:48:47 AM PST,Refund,702-8302979-5409061,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Whitby,Ontario,L1N 9X3,-14.5,-1.39,-0.0,4.04
79,2019-02-20,3:48:25 PM PST,Refund,702-1815489-5049833,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Charlottetown,Prince Edward Island,C1E2K4,-13.65,-1.64,-7.12,1.66
80,2019-02-23,11:18:00 AM PST,Refund,702-8711949-0109869,,LUX-NEO120W,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Caledonia,Ontario,N3W 0B6,-48.94,-5.87,-0.0,18.31
81,2019-02-23,5:20:26 PM PST,Refund,701-8283541-4634606,,OMR-BP742N,Omron BP742N 5 Series Upper Arm Blood Pressure Monitor with Cuff that fits Standard and Large Arms,1.0,Westmount,Quebec,H3Y 3G2,-67.9,-8.15,-0.0,29.15
82,2019-02-26,8:16:37 AM PST,Refund,701-4361123-1546639,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1.0,Brampton,Ontario,L6P 2Y5,-49.9,-5.99,-0.0,24.03
83,2019-02-26,12:42:09 PM PST,Refund,701-8865703-7962662,3MM-1624W(20),3MM-1624W(20),"3m Tegaderm Transparent Film Dressing 2.375"" x 2.75""/Picture Frame Style/Package of 20",1.0,Cow head,Newfoundland,A0K2A0,-7.94,-0.95,-0.0,1.8
84,2019-02-27,7:33:40 PM PST,Refund,702-4212345-7449046,,PRK-12-08,Spectra 360 1208 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3),1.0,Brampton,Ontario,L6X 4K5,-17.72,-2.13,-0.0,2.02
85,2019-02-28,11:43:58 AM PST,Refund,701-6851938-8274611,,PRK 12-08(1),"Spectra_ 360 electrode gel, 250gm (8.5oz) tube - each",1.0,Richmond hill,Ontario,L4E1E7,-11.5,-0.74,-0.0,0.0
86,2019-02-28,11:49:11 AM PST,Refund,702-7058177-7738641,,PRK-03-08(X2),2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,East Angus,Quebec,J0B 1R0,-14.1,-1.7,-0.0,3.44
87,2019-03-02,4:38:41 PM PST,Refund,701-4661285-1065819,,PRK-01-08,2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,woodbridge,Ontario,L4H 0H4,-14.8,-1.78,-0.0,1.66
88,2019-03-05,7:04:35 AM PST,Refund,702-5882485-2027416,,LUX-NEO185W,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/Strong Faucet Valves and,1.0,Caledon,Ontario,L7C 4B4,-49.9,-5.99,-0.0,24.03
89,2019-03-05,8:57:18 PM PST,Refund,701-6028689-5717861,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1.0,North Vancouver,British Columbia,V7M 1X6,-45.85,-5.5,-0.0,18.31
90,2019-03-06,4:47:40 AM PST,Refund,701-7808322-5428218,,PRK-12-08(X2),"SPECTRA 360 12-08 Electrode Gel, 250 g Tube (Pack of 2)",1.0,Red Deer,Alberta,T4R2Y5,-14.5,-1.39,-0.0,4.04
91,2019-03-07,1:29:38 AM PST,Refund,702-3261207-2141058,,LUX-NEO110W,Luxe Bidet Neo 110 - Fresh Water Non-Electric Mechanical Bidet Toilet Seat Attachment (white and white),1.0,Milton,Ontario,L9T 2W3,-38.85,-4.66,-0.0,14.65
92,2019-03-07,7:33:03 PM PST,Refund,701-4471173-0209804,,PRK-03-08,2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2),1.0,Nanaimo,British Columbia,V9T 5E3,-13.35,-1.6,-0.0,1.72
93,2019-03-08,8:06:14 PM PST,Refund,701-2779719-1375421,,LUX-NEO320W,Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white),1.0,Toronto,ON,M5V 1Y9,-70.0,-8.4,-0.0,27.4
94,2019-03-11,12:13:22 AM PDT,Refund,702-0637568-7929834,,LUX-NEO185B,Luxe Bidet Neo 185 (Elite Series) - Self Cleaning Dual Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment w/ Strong Faucet Valves an,1.0,Calgary,Alberta,T2Y 0C9,-55.0,-6.6,-0.0,24.03
95,2019-03-12,6:13:39 PM PDT,Refund,701-8374245-0063401,,LUX-NEO120B,Luxe Bidet Neo 120 - Self Cleaning Nozzle - Fresh Water Non-Electric Mechanical Bidet Toilet Attachment (blue and white),1.0,OTTAWA,ON,K2P 1X0,-45.85,-5.5,-0.0,18.31
96,2019-03-12,9:23:35 PM PDT,Refund,701-6992448-3456230,,3MM-1624W(10),"3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length x 2.375"" Width, Transparent Pack of 10",1.0,L'Ancienne-Lorette,Quebec,G2E 6B4,-6.0,-0.8,-0.0,0.9
