date,order id,item,country,order city,order state,quantity,revenue,total cost,profit
30-04-2019,112-9852720-0725063,3MM-6166,,TEMPLE,TX,1,178.99,143.2,35.79
30-04-2019,112-0257027-2084212,TOR-MS407W(B),,SARDIS,MS,1,11.95,9.93,2.02
30-04-2019,113-3103036-5799461,3MM-1539(X3),,LEES SUMMIT,MO,1,14.95,13.68,1.27
30-04-2019,111-2365240-1280207,3MM-1626W,,ESSEX,CT,1,17.7,15.76,1.94
30-04-2019,112-2321728-9174634,TOR-MS407W(B),,MUSELLA,GA,1,11.95,9.93,2.02
30-04-2019,113-9445062-5432241,3MM-AC-036(X2),,AUSTINBURG,OH,2,18.42,13.66,4.76
30-04-2019,111-0869854-5509841,3MM-R1546(B),,GLENDALE,AZ,2,46,40.02,5.98
30-04-2019,112-0007237-0148241,3MM-R1547(10),,LaPlata,MD,1,6.59,5.28,1.31
30-04-2019,114-1375451-0727462,3MM-6155,,MIAMI,FL,1,161.99,140.72,21.27
30-04-2019,111-3761903-6946643,3MM-R1547(10),,PORT MANSFIELD,TX,1,6.59,5.28,1.31
30-04-2019,113-3976249-6078636,TOR-MS407W(B),,HUNTINGTON BEACH,CA,1,11.95,9.93,2.02
30-04-2019,112-3633606-4852248,3MM-R1546(B),,AURORA,CO,1,23,20.01,2.99
30-04-2019,111-9294992-5568213,3MM-AC-036,,Stony Brook,NY,1,5.5,4.72,0.78
30-04-2019,112-5921760-6155418,3MM-1624W(20B),,WASHINGTON,DC,1,7.07,4.45,2.62
30-04-2019,112-1942310-8481852,3MM-1624W(B),,NASHVILLE,TN,1,16.64,14.78,1.86
30-04-2019,114-0142370-2447469,3MM-1539(X3),,DEDHAM,MA,1,14.95,13.68,1.27
30-04-2019,113-3453532-6397865,TOR-MS407W(B),,JENNINGS,KS,1,11.95,9.93,2.02
30-04-2019,113-4512181-9265016,3MM-6165,,LAKE ANN,MI,1,185.85,144.02,41.83
30-04-2019,111-8488908-3797057,3MM-6156,,WILLIAMSBURG,VA,1,161.99,144.71,17.28
30-04-2019,112-6244368-0099409,TOR-MS407W(B),,WEST UNION,WV,1,11.95,9.93,2.02
30-04-2019,111-7308801-0069036,3MM-AC-036,,PROVIDENCE,RI,1,5.49,4.72,0.77
30-04-2019,112-9243146-9480233,MOL-1434(B),,GRANGER,IN,1,21.37,15.01,6.36
30-04-2019,113-5195627-9739422,3MM-1626W(X2),,JERSEY CITY,NJ,1,32.84,34.26,-1.42
30-04-2019,113-5195627-9739422,3MM-1626W(X2),,JERSEY CITY,NJ,1,32.84,24.4,8.44
30-04-2019,111-1283821-8649052,3MM-R1547(10),,bethel,CT,1,6.59,5.28,1.31
30-04-2019,111-1192829-4370668,MOL-1434(B),,SANDY,UT,1,21.38,15.02,6.36
30-04-2019,112-9953207-1234639,TOR-MS407W(B),,NEW ALEXANDRIA,PA,1,11.95,9.93,2.02
30-04-2019,111-4361292-7425863,3MM-6152,,HOUSTON,TX,1,161.49,141.1,20.39
30-04-2019,113-9310823-6023412,TOR-MS407W(B),,South Prairie,WA,1,11.95,9.93,2.02
30-04-2019,114-2750868-2952217,3MM-R1547(10),,Atlanta,GA,1,6.59,5.28,1.31
30-04-2019,112-9114883-3540266,CON-125264E,,RANCHO CUCAMONGA,CA,1,38,21.62,16.38
30-04-2019,112-4623171-9481863,3MM-R1547(10),,ENFIELD,NH,1,6.59,5.28,1.31
30-04-2019,112-4672374-1035411,3MM-AC-036,,FRIENDSWOOD,TX,1,6,4.76,1.24
30-04-2019,112-7082871-3765036,MDL-NON80328,,Manassas,VA,1,9.89,7.9,1.99
30-04-2019,113-4120724-5433819,WEL-52434-U(X25),,KEY WEST,FL,1,35.17,27,8.17
30-04-2019,113-1919384-0191433,3MM-R1547(10),,MART,TX,1,6.59,9.27,-2.68
30-04-2019,113-4813594-3999463,MDL-NON80328,,CANTON,GA,1,9.89,7.9,1.99
30-04-2019,111-8080975-6990633,3MM-R1547(10),,CONWAY,AR,1,6.59,5.28,1.31
30-04-2019,114-0298185-9607422,3MM-H1624,,NORTH BERGEN,NJ,1,6.01,3.88,2.13
30-04-2019,114-0298185-9607422,3MM-H1624,,NORTH BERGEN,NJ,1,6.01,3.92,2.09
30-04-2019,113-5820384-9639444,3MM-H1624,,SOUTHAMPTON,MA,1,6.01,4.4,1.61
30-04-2019,113-2246754-1849814,3MM-R1546(B),,COLLEGE STATION,TX,1,23,20.01,2.99
30-04-2019,112-4512995-9158616,TOR-MS407W(B),,KATY,TX,1,11.95,9.93,2.02
30-04-2019,111-2570609-7217803,MOL-1434(B),,POTTSTOWN,PA,1,21.38,15.02,6.36
30-04-2019,112-0653449-0253822,3MM-6155,,ASHEVILLE,NC,1,161.99,140.72,21.27
30-04-2019,114-0254777-1914603,TOR-MS407W(B),,INDIANAPOLIS,IN,1,11.95,9.93,2.02
30-04-2019,113-5309533-6832254,3MM-R1546(B),,MADISON,MN,1,23,20.01,2.99
30-04-2019,111-1373012-6425819,3MM-1624W(B),,DAMASCUS,AR,1,16.64,14.78,1.86
30-04-2019,113-4918353-3291429,3MM-2560(X2),,MONTVILLE,NJ,4,53.84,38.96,14.88
30-04-2019,113-5239976-2221845,3MM-SLT-1(X2),,REDMOND,WA,1,11.9,9.73,2.17
30-04-2019,111-2563032-4809047,3MM-R1547(10),,NIAGARA FALLS,NY,1,6.63,5.28,1.35
30-04-2019,112-3010493-4288234,3MM-R1547(10),,Clinton,MS,1,6.59,5.28,1.31
30-04-2019,111-9392531-5849067,3MM-R1546(B),,HADDONFIELD,NJ,6,138,133.86,4.14
30-04-2019,111-9392531-5849067,3MM-R1546(B),,HADDONFIELD,NJ,4,92,66.24,25.76
30-04-2019,114-1721308-9676219,TOR-MS407W(B),,SEATTLE,WA,1,11.95,9.93,2.02
30-04-2019,114-0835587-5279424,3MM-H1624,,CORPUS CHRISTI,TX,1,6.01,8.39,-2.38
30-04-2019,114-5063409-0259436,TOR-MS407W(B),,WYOMING,MI,1,11.95,9.93,2.02
30-04-2019,113-9773277-4288233,TOR-MS407W(B),,NORCROSS,GA,1,11.95,9.93,2.02
30-04-2019,111-4842277-6873033,3MM-R1547(10),,McAllen,TX,1,6.59,5.28,1.31
30-04-2019,114-3844301-8016251,3MM-R1547(10),,BELLINGHAM,WA,1,6.59,5.28,1.31
30-04-2019,111-9194428-7244261,3MM-2560,,BROOKLYN,NY,2,15.48,11.48,4
30-04-2019,111-7808574-8769026,3MM-R1547(10),,RAYTOWN,MO,1,6.59,5.28,1.31
30-04-2019,113-2934789-7711429,3MM-R1547(10),,Dallas,TX,1,6.59,5.28,1.31
30-04-2019,112-7703915-3675437,CON-125265E,,CAMILLA,GA,1,43.99,22.52,21.47
30-04-2019,113-9223683-8312206,3MM-R1547(10),,GRASONVILLE,MD,1,6.59,5.28,1.31
30-04-2019,113-6351021-2521868,3MM-2146,,CLEVELAND,TN,1,80,67.12,12.88
30-04-2019,112-2274850-1764212,3MM-R1547(10),,MELBOURNE,FL,1,6.59,5.28,1.31
30-04-2019,111-1327278-0148202,3MM-2560,,SCOTTSDALE,AZ,1,7.74,6.24,1.5
30-04-2019,111-1327278-0148202,3MM-2560(X2),,SCOTTSDALE,AZ,1,13.46,9.49,3.97
30-04-2019,111-3224498-0057026,3MM-R1547(10),,RANDALL,MN,1,6.59,5.28,1.31
30-04-2019,113-4576913-6167405,TOR-MS407W(B),,PHOENIX,AZ,1,11.95,9.93,2.02
30-04-2019,111-6001784-3308224,3MM-1624W(20B),,Granada Hills,CA,1,7.07,4.78,2.29
30-04-2019,114-9814060-0816231,HOL-7805E(B),,HOUSTON,TX,1,23,17.51,5.49
30-04-2019,111-5478628-1333060,3MM-6152,,ARLINGTON,MA,1,161.49,141.1,20.39
30-04-2019,113-8565461-3721032,3MM-1626W(B),,FORT WORTH,TX,1,17,15.56,1.44
30-04-2019,112-9429008-5215450,MOL-1434(B),,Benbrook,TX,1,21.37,15.01,6.36
30-04-2019,113-2952551-6990637,TOR-MS407W(B),,Hopkinsville,KY,3,35.85,27.79,8.06
30-04-2019,114-1197275-6021029,KEL-GEL60GM,,EMERYVILLE,CA,1,84.9,79.89,5.01
30-04-2019,114-1197275-6021029,KEL-GEL60GM,,EMERYVILLE,CA,1,84.9,54.41,30.49
30-04-2019,112-8922266-7008244,TOR-MS407W(B),,LITTLE ROCK,AR,1,11.95,9.93,2.02
30-04-2019,113-7061090-1766650,3MM-1624W(B),,SAGINAW,MI,1,16.64,14.78,1.86
30-04-2019,114-4412071-2697840,3MM-1539(X3),,CUPERTINO,CA,1,14.95,13.68,1.27
30-04-2019,111-0959588-0738660,3MM-6152,,Charlotte C.H.,VA,1,161.49,141.1,20.39
30-04-2019,114-6889318-2556218,MDL-NON80328,,LOS ANGELES,CA,1,9.89,7.9,1.99
30-04-2019,113-7426533-7562669,3MM-R1546(B),,Greeley,PA,1,23,20.01,2.99
30-04-2019,111-5321150-3119464,MDL-NON80328,,NORTH POWDER,OR,1,9.89,7.9,1.99
30-04-2019,113-3226890-3151461,3MM-R1547(10),,Payson,AZ,1,6.59,5.28,1.31
30-04-2019,112-0326576-8861879,3MM-R1547(10),,Payson,AZ,1,6.59,5.28,1.31
30-04-2019,112-4050616-6591402,HOL-7331(E),,Bensalem,PA,1,12.92,12.13,0.79
30-04-2019,114-4861650-6223456,3MM-2146,,Highland,IL,1,80,67.12,12.88
30-04-2019,113-9689407-8297849,3MM-R1547(10),,Buckin,MO,1,6.59,5.28,1.31
30-04-2019,112-9037910-3193824,3MM-R1547(10),,KANSAS CITY,MO,1,6.59,5.28,1.31
30-04-2019,111-8442759-1467418,3MM-R1547(10),,Washington,DC,4,26.36,18.65,7.71
30-04-2019,111-8442759-1467418,3MM-R1547(10),,Washington,DC,1,6.59,3.75,2.84
30-04-2019,112-4907230-8553063,3MM-R1547(10),,TRINITY,AL,1,6.59,5.28,1.31
30-04-2019,111-8369421-6246669,MOL-1434(B),,TAVARES,FL,1,21.37,15.01,6.36
30-04-2019,113-8922393-8521857,3MM-R1547(10),,AUSTIN,TX,1,6.59,5.28,1.31
30-04-2019,112-9721641-3854615,TOR-MS407W(B),,MOCKSVILLE,NC,1,11.95,9.93,2.02
30-04-2019,111-5331953-4877009,MOL-1434(B),,BLUE ISLAND,IL,2,42.74,30.02,12.72
30-04-2019,111-7052563-8061867,3MM-1626W(B),,Cypress,TX,1,17,15.56,1.44
30-04-2019,111-1990381-4113861,MDL-NON80328,,GOLDEN VALLEY,MN,1,9.89,7.9,1.99
30-04-2019,112-4081484-5963465,TOR-MS407W(B),,PONCHATOULA,LA,1,11.95,9.93,2.02
30-04-2019,112-5418865-4005830,HOL-79520(E),,Brookline,MA,3,114,60.81,53.19
30-04-2019,112-7596290-0399411,3MM-2560(X2),,FREMONT,CA,1,13.46,12.72,0.74
30-04-2019,112-7596290-0399411,3MM-2560(X2),,FREMONT,CA,2,26.92,16.74,10.18
30-04-2019,112-3303886-4949832,TOR-MS407W(B),,GREENVILLE,SC,1,11.95,9.93,2.02
30-04-2019,111-3746058-5445056,TOR-MS407W(B),,LOUISVILLE,NE,1,11.95,9.93,2.02
30-04-2019,113-5508244-8122610,TOR-MS407W(B),,Hiawassee,GA,2,23.9,19.85,4.05
30-04-2019,114-1883656-2633032,3MM-1626W(B),,KANSAS CITY,MO,1,17,15.56,1.44
30-04-2019,113-2712281-9088225,3MM-1624W(20B),,highlands ranch,CO,2,14.14,7.9,6.24
30-04-2019,111-1848965-6915414,3MM-R1547(10),,EAST BRUNSWICK,NJ,1,6.59,5.28,1.31
30-04-2019,112-0050876-6243477,TOR-MS407W(B),,HOUMA,LA,1,11.95,9.93,2.02
30-04-2019,112-7483815-0977007,3MM-2560(X2),,SALINAS,CA,3,40.38,29.47,10.91
30-04-2019,113-9859706-6136230,3MM-AC-036,,NORTHPORT,NY,1,5.53,4.72,0.81
30-04-2019,114-1547171-9465049,TOR-MS407W(B),,APPLETON,WI,1,11.95,9.93,2.02
30-04-2019,111-1370607-2017046,3MM-R1547(10),,Hackensack,NJ,1,6.59,5.28,1.31
30-04-2019,113-1026586-8500246,3MM-R1547(10),,PANORAMA CITY,CA,1,6.59,5.28,1.31
30-04-2019,112-6705327-7112204,3MM-R1547(10),,GLENDALE,CA,1,6.59,5.28,1.31
30-04-2019,112-4549536-4941810,3MM-R1547(10),,SUSANVILLE,CA,1,6.59,5.28,1.31
30-04-2019,112-5996360-1932202,TOR-MS407W(B),,LAKE HAVASU CITY,AZ,1,11.95,9.93,2.02
30-04-2019,112-1273098-8966660,TOR-MS407W(B),,EL CAJON,CA,1,11.95,9.93,2.02
30-04-2019,113-2615842-2608204,MDL-NON80328,,ELK GROVE,CA,1,9.89,7.9,1.99
30-04-2019,111-7604272-5702614,3MM-R1547(10),,New Fairfield,CT,1,6.59,5.28,1.31
30-04-2019,113-0389577-0011464,3MM-R1547(10),,providence,RI,1,6.59,5.28,1.31
30-04-2019,113-5963218-8019442,TOR-MS407W(B),,Kaysville,UT,1,11.95,9.93,2.02
30-04-2019,113-1992182-3253022,3MM-2146,,ROCHESTER,NY,1,80,67.12,12.88
30-04-2019,112-9047318-2366653,3MM-R1547(10),,MIDLOTHIAN,TX,1,6.59,5.28,1.31
30-04-2019,113-8934138-8661859,MDL-NON80328,,LE MARS,IA,1,9.89,7.9,1.99
30-04-2019,112-8940802-2784236,3MM-1624W(B),,Issaquah,WA,1,16.64,14.78,1.86
30-04-2019,111-9468082-5487469,3MM-1539(X3),,Fair Oaks,CA,1,14.95,13.68,1.27
30-04-2019,114-7234850-7210620,3MM-1624W(20B),,MONTICELLO,FL,1,7.07,4.45,2.62
30-04-2019,113-2947742-2523442,TOR-MS407W(B),,GALLATIN,TN,1,11.95,9.93,2.02
30-04-2019,112-0724872-8986653,3MM-1626W(C),,SAUGUS,MA,1,17,25.93,-8.93
30-04-2019,112-0724872-8986653,3MM-1626W(C),,SAUGUS,MA,1,17,13.1,3.9
30-04-2019,111-9220868-0987412,3MM-R1547(10),,DES MOINES,IA,1,6.59,5.28,1.31
30-04-2019,111-4145972-3221835,3MM-R1547(10),,WOODLAND HILLS,CA,1,6.59,5.28,1.31
30-04-2019,114-8725318-7350623,MDL-NON80328,,POWELL,OH,1,9.89,7.9,1.99
30-04-2019,113-5021219-2569847,3MM-AC-036(X2),,SPRING,TX,1,9.22,7.33,1.89
30-04-2019,111-3732116-0973858,3MM-R1547(10),,FREEPORT,TX,1,6.59,5.28,1.31
30-04-2019,112-5594827-1687408,3MM-R1547(10),,Hurricane,WV,1,6.59,5.28,1.31
30-04-2019,113-8595865-2210613,3MM-R1546(B),,OAK LAWN,IL,1,23,20.01,2.99
30-04-2019,112-6760063-4294629,TOR-MS407W(B),,MT STERLING,IL,1,11.95,9.93,2.02
30-04-2019,112-2564835-3681806,3MM-1624W(20B),,HICKSVILLE,NY,2,14.14,7.9,6.24
30-04-2019,114-4356101-6583410,3MM-AC-036,,SACRAMENTO,CA,1,5.49,4.72,0.77
30-04-2019,114-0474386-7717828,3MM-AC-036,,VERSAILLES,KY,1,5.49,4.72,0.77
30-04-2019,114-7427828-0792222,3MM-1624W(B),,PRINCETON,NJ,1,16.64,14.78,1.86
30-04-2019,113-1338472-8373826,TOR-MS407W(B),,TOWNSEND,MA,1,11.95,9.93,2.02
30-04-2019,112-9718058-5151410,3MM-R1547(10),,MOLINE,IL,1,6.59,5.28,1.31
30-04-2019,114-3019634-5835409,3MM-6152,,PISCATAWAY,NJ,1,161.49,141.1,20.39
01-05-2019,112-6811315-9954623,3MM-R1547(10),,VASSALBORO,ME,1,6.59,5.28,1.31
01-05-2019,114-0236313-0599411,3MM-R1547(10),,LAREDO,TX,2,13.18,9.56,3.62
01-05-2019,112-2981505-3501868,3MM-R1547(10),,BLYTHEWOOD,SC,1,6.59,5.28,1.31
01-05-2019,113-3497767-9686660,3MM-R1547(10),,FAIRFIELD,CA,1,6.59,5.28,1.31
01-05-2019,112-9653951-7715402,3MM-1624W(B),,ATHENS,TX,1,16.64,19.51,-2.87
01-05-2019,112-1588138-2501030,3MM-R1547(10),,PETALUMA,CA,1,6.59,5.28,1.31
01-05-2019,114-1784439-1844232,3MM-R1547(10),,COVINGTON,KY,1,6.59,5.28,1.31
01-05-2019,113-9735182-0072231,KEL-GEL60GM,,MCLEAN,VA,1,84.89,67.14,17.75
01-05-2019,111-6282695-9473024,TOR-MS407W(B),,LAYTON,UT,1,11.95,9.93,2.02
01-05-2019,111-6705399-2818647,TOR-MS407W(B),,CARLSBAD,CA,1,11.95,9.93,2.02
01-05-2019,112-3154838-1326628,3MM-H1624,,CINCINNATI,OH,5,30.05,18.48,11.57
01-05-2019,112-3154838-1326628,3MM-H1624,,CINCINNATI,OH,1,6.01,2.92,3.09
01-05-2019,112-8672035-6933819,3MM-2560,,GAINESVILLE,FL,1,7.74,6.24,1.5
01-05-2019,112-5341074-7133044,MDL-NON80328,,LOXAHATCHEE,FL,1,9.89,7.9,1.99
01-05-2019,114-4993330-7404200,3MM-SLT-1(X2),,WEST VALLEY,UT,2,23.8,18.46,5.34
01-05-2019,111-1323776-8477805,3MM-R1547(10),,CUDJOE KEY,FL,1,6.59,9.27,-2.68
01-05-2019,111-4490422-1415456,3MM-1624W(20B),,NORMAN,OK,1,7.07,4.02,3.05
01-05-2019,111-4490422-1415456,3MM-1624W(20B),,NORMAN,OK,1,7.07,3.88,3.19
01-05-2019,114-8891894-4914607,3MM-1624W(20B),,REDMOND,WA,1,7.07,4.45,2.62
01-05-2019,112-6317105-2500264,TOR-MS407W(B),,SAYRE,PA,1,11.95,9.93,2.02
01-05-2019,114-3001489-2841823,TOR-MS407W(B),,Three rivers,MI,1,11.95,10.92,1.03
01-05-2019,113-8829767-5877041,3MM-R1547(10),,SHAWNEE,OK,1,6.59,5.28,1.31
01-05-2019,113-0846341-0562619,3MM-R1547(10),,SCOTTS VALLEY,CA,1,6.59,5.28,1.31
01-05-2019,113-9728438-2009057,3MM-R1547(10),,Slingerlands,NY,1,6.59,5.28,1.31
01-05-2019,113-8723773-3502603,3MM-R1547(10),,NEW WOODSTOCK,NY,1,6.59,5.28,1.31
01-05-2019,113-5908364-1529831,3MM-AC-036,,DENVER,CO,1,5.49,4.72,0.77
01-05-2019,112-4964245-5510646,3MM-R1547(10),,GOLIAD,TX,1,6.59,5.28,1.31
01-05-2019,113-7535128-2639436,3MM-R1547(10),,LAFAYETTE,CA,1,6.59,5.28,1.31
01-05-2019,111-2299734-9783442,3MM-R1547(10),,HILLIARD,OH,1,6.59,5.28,1.31
01-05-2019,113-6555374-8825862,TOR-MS407W(B),,HILLIARD,OH,1,11.95,9.93,2.02
01-05-2019,114-1293467-1861869,3MM-R1547(10),,mukilteo,WA,1,6.59,5.28,1.31
01-05-2019,111-7141008-6201016,WEL-24400U,,EL PASO,TX,1,7.7,6.18,1.52
01-05-2019,114-6859798-7146667,TOR-MS407W(B),,CROUSE,NC,1,11.95,9.93,2.02
01-05-2019,113-6374806-9283421,3MM-R1547(10),,Gaithersburg,MD,1,6.59,5.28,1.31
01-05-2019,111-9914911-6829810,3MM-R1547(10),,Brooklyn,NY,1,6.59,5.81,0.78
01-05-2019,111-9914911-6829810,3MM-R1547(10),,Brooklyn,NY,1,6.59,3.75,2.84
01-05-2019,114-4671442-1595451,TOR-MS407W(B),,SANFORD,FL,1,11.95,9.93,2.02
01-05-2019,114-0673059-4019444,3MM-R1547(10),,OWINGS,MD,1,6.59,5.28,1.31
01-05-2019,112-7693093-8328231,3MM-R1547(10),,ROSWELL,GA,1,6.59,5.28,1.31
01-05-2019,112-7105421-6747440,3MM-1539(X3),,PALM BAY,FL,1,14.95,13.68,1.27
01-05-2019,112-6530094-0419454,3MM-AC-036(X2),,MANHATTAN,KS,1,9.21,7.33,1.88
01-05-2019,112-5204018-5308228,MDL-NON80328,,LOWELL,NC,1,9.89,7.9,1.99
01-05-2019,111-2086015-7071462,3MM-R1547(10),,THURMONT,MD,1,6.59,5.28,1.31
01-05-2019,114-5509706-7433026,3MM-R1547(10),,POWDER SPRINGS,GA,1,6.59,5.28,1.31
01-05-2019,114-7447725-9909862,3MM-1624W(20B),,Houghton,MI,1,7.07,4.45,2.62
01-05-2019,111-6685823-1169030,3MM-R1547(10),,ORLANDO,FL,1,6.59,5.28,1.31
01-05-2019,111-2538224-2125008,MOL-1437(A),,DELAVAN,WI,1,18.86,14.02,4.84
01-05-2019,112-6190679-9466626,3MM-R1547(10),,KENT,WA,1,6.59,5.28,1.31
01-05-2019,111-6724552-3397828,3MM-R1547(10),,INDIAN TRAIL,NC,1,6.59,5.28,1.31
01-05-2019,113-6904463-5677054,MDL-NON80328,,MARIETTA,GA,1,9.89,7.9,1.99
01-05-2019,114-2788454-2325003,TOR-MS407W(B),,LOGANVILLE,GA,1,11.95,9.93,2.02
01-05-2019,112-5067220-2091419,3MM-R1547(10),,San Francisco,CA,1,6.59,5.28,1.31
01-05-2019,114-3082220-7063413,3MM-R1547(10),,Huntington Park,CA,1,6.59,5.28,1.31
01-05-2019,111-6080230-4888265,3MM-R1547(10),,CASPER,WY,1,6.59,5.28,1.31
01-05-2019,113-2415058-7821044,3MM-6152,,RICHMOND,TX,1,161.49,141.1,20.39
01-05-2019,111-5532193-9551453,TOR-MS407W(B),,KELLER,TX,1,11.95,9.93,2.02
01-05-2019,114-6490108-4691464,3MM-6155,,HOUSTON,TX,1,161.99,152.65,9.34
01-05-2019,111-8478474-4674660,MDL-NON80328,,CENTERVILLE,UT,1,9.89,7.9,1.99
01-05-2019,111-0945183-6181024,TOR-MS407W(B),,WEIMAR,CA,1,11.95,9.93,2.02
01-05-2019,112-6438032-6641839,TOR-MS407W(B),,CORVALLIS,MT,1,11.95,9.93,2.02
01-05-2019,114-8992931-1205023,3MM-1624W(B),,Eureka,MT,1,16.64,14.78,1.86
01-05-2019,113-8724516-7051468,TOR-MS407W(B),,GLENDALE,CA,1,11.95,9.93,2.02
01-05-2019,111-7094223-4269800,3MM-1626W,,ROCKLAND,ME,1,17.7,15.76,1.94
01-05-2019,114-5719702-9370667,3MM-R1547(10),,JENISON,MI,1,6.59,5.28,1.31
01-05-2019,112-2594676-9752267,3MM-R1547(10),,SALEM,VA,1,6.59,5.28,1.31
01-05-2019,112-5469622-0426632,3MM-H1626,,WETUMPKA,AL,1,6.99,5.16,1.83
01-05-2019,113-2067203-9967429,3MM-6155,,LIVERMORE,ME,1,161.99,140.72,21.27
01-05-2019,111-5767520-0854609,3MM-1626W,,OWINGS MILLS,MD,1,17.7,15.76,1.94
01-05-2019,114-2005878-5405048,WEL-24400U,,Tifton,GA,1,7.7,10.17,-2.47
01-05-2019,113-1639662-7941047,3MM-2560(X2),,SEATTLE,WA,1,13.46,10.49,2.97
01-05-2019,114-1836866-2633052,HOL-7910(E),,MIDLAND CITY,AL,1,15,10.27,4.73
01-05-2019,114-4828942-9127426,3MM-6152,,High Falls,NY,1,161.49,141.1,20.39
01-05-2019,111-8181613-2120217,3MM-1626W(X2),,Brooklyn,NY,1,32.84,29.33,3.51
01-05-2019,112-7330818-0245017,3MM-AC-036,,Olney,MD,1,6,4.76,1.24
01-05-2019,111-7726566-0277030,3MM-R1547(10),,Waterbury Center,VT,1,6.59,5.28,1.31
01-05-2019,113-1854226-4804241,3MM-R1547(10),,RADFORD,VA,1,6.59,5.28,1.31
01-05-2019,112-2005884-6694618,3MM-2560,,LYONS,GA,5,38.7,27.2,11.5
01-05-2019,111-4701931-8512233,MDL-NON80328,,APACHE JUNCTION,AZ,1,9.89,9.09,0.8
01-05-2019,111-4701931-8512233,MDL-NON80328,,APACHE JUNCTION,AZ,1,9.89,6.71,3.18
01-05-2019,114-7442337-0909841,3MM-R1547(10),,BELMONT,MI,1,6.59,5.28,1.31
01-05-2019,111-3096401-8241049,3MM-H1626,,SANTA CLARA,CA,2,13.98,9.32,4.66
01-05-2019,113-0133445-9639401,MOL-1434(B),,INDEPENDENCE,IA,1,21.37,15.01,6.36
01-05-2019,112-3001114-9272204,3MM-1624W(B),,HAMILTON,NJ,1,16.64,14.78,1.86
01-05-2019,111-0008341-2828243,TOR-MS407W(B),,Delano,CA,1,11.95,9.93,2.02
01-05-2019,111-8980456-0866648,TOR-MS407W(B),,Oberlin,KS,1,11.95,9.93,2.02
01-05-2019,113-8789070-1850620,MOL-281300,,BRADENTON BEACH,FL,1,21.37,15.33,6.04
01-05-2019,111-0349532-7961800,3MM-1626W,,Melbourne,FL,1,17.7,15.76,1.94
01-05-2019,114-0775257-2813036,TOR-MS407W(B),,Uxbridge,MA,1,11.95,9.93,2.02
01-05-2019,114-6141014-5591465,TOR-MS407W(B),,ENUMCLAW,WA,1,11.95,9.93,2.02
01-05-2019,112-5485938-0520203,3MM-R1547(10),,Glenshaw,PA,1,6.59,5.28,1.31
01-05-2019,112-0280001-3829832,TOR-MS407W(B),,puyallup,WA,1,11.95,9.93,2.02
01-05-2019,113-2458408-2988207,MDL-NON80328,,IRVINE,KY,1,9.89,7.9,1.99
01-05-2019,114-6514035-2052268,3MM-2146,,COLUMBIA,MO,1,80,67.12,12.88
01-05-2019,112-7360848-7396267,3MM-6152,,DEDHAM,MA,1,161.49,141.1,20.39
01-05-2019,114-1020530-8392266,MOL-1434(B),,RIVERSIDE,CT,1,21.37,15.01,6.36
01-05-2019,111-5620082-3291436,HOL-7910(E),,LAREDO,TX,1,15,10.27,4.73
01-05-2019,114-6175742-3897829,3MM-R1547(10),,SOPHIA,NC,1,6.59,9.27,-2.68
01-05-2019,113-7021991-1623437,3MM-R1546(B),,RIPPEY,IA,1,23,20.01,2.99
01-05-2019,114-9735604-3344227,3MM-6165,,STERLING HTS,MI,1,179.99,147.31,32.68
01-05-2019,114-0497141-6968215,3MM-1626W,,Tijeras,NM,1,17.7,15.76,1.94
01-05-2019,111-1075381-9389829,WEL-24400U,,Mullica Hill,NJ,2,15.4,17.72,-2.32
01-05-2019,111-1075381-9389829,WEL-24400U,,Mullica Hill,NJ,8,61.6,35.08,26.52
01-05-2019,114-7053920-7554636,3MM-1624W(B),,Corona,CA,1,16.64,14.78,1.86
01-05-2019,111-4718983-6805813,TOR-MS407W(B),,Doylestown,PA,1,11.95,9.93,2.02
01-05-2019,111-1784701-6032269,MDL-NON80328,,AUGUSTA,ME,1,9.89,7.9,1.99
01-05-2019,111-8074964-7607409,3MM-1626W,,PHILADELPHIA,PA,1,17.7,15.76,1.94
01-05-2019,113-2510806-6957023,3MM-6152,,FREDERICKSBRG,VA,1,161.49,141.1,20.39
01-05-2019,112-2583064-0017060,TOR-MS407W(B),,CRYSTAL LAKE,IL,1,11.95,9.93,2.02
01-05-2019,114-8202956-5618613,3MM-AC-036,,BLOOMINGTON,MN,1,5.49,4.72,0.77
01-05-2019,114-0940606-2680212,TOR-MS407W(B),,COSTA MESA,CA,1,11.95,9.93,2.02
01-05-2019,114-8276758-8685001,3MM-1626W(B),,SPRINGFIELD,MO,1,17,15.56,1.44
01-05-2019,111-8357725-8081850,3MM-1626W,,SAINT LOUIS,MO,1,17.7,15.76,1.94
01-05-2019,112-9988285-2513020,3MM-R1547(10),,GRAND HAVEN,MI,1,6.59,5.28,1.31
01-05-2019,114-5642552-3291431,3MM-1626W(X2),,VIRGINIA BCH,VA,1,32.84,29.33,3.51
01-05-2019,112-4317841-5898602,WEL-52434-U(X25),,GREER,SC,1,35.17,27,8.17
01-05-2019,114-2879629-1676213,MOL-1437(A),,CANAL WINCHESTER,OH,1,18.86,14.02,4.84
01-05-2019,114-1088430-1018656,3MM-6151,,COOKEVILLE,TN,1,162.9,140.83,22.07
01-05-2019,113-9708947-3269854,MOL-1434(B),,READING,PA,1,21.37,15.01,6.36
